execution_time,action,signal_ml,btc_quantity,usdt_balance,btc_balance,btcusdt_price,close_now,predicted_close
2024-12-24 16:08:25.639817,None,1,0,7.5466957,0.19141,98618.66,98625.84,98630.18720000009
2024-12-24 16:11:08.431425,sell,-1,0.1914,7.5466957,0.19141,98618.66,98592.03,98601.87973333322
2024-12-24 16:16:22.796786,sell,-1,0.1914,7.5466957,0.19141,98797.47,98569.05,98595.26999999995,18866.116169999998
2024-12-24 16:19:23.699548,sell,-1,0.1914,7.5466957,0.19141,98797.47,98528.79,98523.32,18858.410406
